shape,background_color,shape_color,size,rotation,path
heptagon,white,"(127, 255, 127)",120,30,"images/heptagons/heptagon_bg-white_color-(127, 255, 127)_size-120_angle-30.png"
heptagon,white,"(0, 127, 127)",160,260,"images/heptagons/heptagon_bg-white_color-(0, 127, 127)_size-160_angle-260.png"
heptagon,red,"(127, 127, 0)",200,150,"images/heptagons/heptagon_bg-red_color-(127, 127, 0)_size-200_angle-150.png"
heptagon,red,"(255, 0, 127)",160,220,"images/heptagons/heptagon_bg-red_color-(255, 0, 127)_size-160_angle-220.png"
pentagon,blue,"(0, 255, 127)",120,200,"images/pentagons/pentagon_bg-blue_color-(0, 255, 127)_size-120_angle-200.png"
pentagon,blue,"(0, 255, 0)",200,240,"images/pentagons/pentagon_bg-blue_color-(0, 255, 0)_size-200_angle-240.png"
octagon,black,"(0, 0, 255)",110,70,"images/octagons/octagon_bg-black_color-(0, 0, 255)_size-110_angle-70.png"
pentagon,red,"(255, 0, 255)",200,0,"images/pentagons/pentagon_bg-red_color-(255, 0, 255)_size-200_angle-0.png"
heptagon,white,"(255, 0, 127)",140,310,"images/heptagons/heptagon_bg-white_color-(255, 0, 127)_size-140_angle-310.png"
pentagon,blue,"(255, 0, 127)",175,260,"images/pentagons/pentagon_bg-blue_color-(255, 0, 127)_size-175_angle-260.png"
square,white,"(0, 127, 0)",130,80,"images/squares/square_bg-white_color-(0, 127, 0)_size-130_angle-80.png"
heptagon,black,"(0, 127, 0)",130,170,"images/heptagons/heptagon_bg-black_color-(0, 127, 0)_size-130_angle-170.png"
triangle,blue,"(0, 127, 127)",200,0,"images/triangles/triangle_bg-blue_color-(0, 127, 127)_size-200_angle-0.png"
heptagon,red,"(0, 255, 255)",200,230,"images/heptagons/heptagon_bg-red_color-(0, 255, 255)_size-200_angle-230.png"
heptagon,blue,"(127, 0, 255)",150,290,"images/heptagons/heptagon_bg-blue_color-(127, 0, 255)_size-150_angle-290.png"
pentagon,blue,"(0, 127, 255)",150,110,"images/pentagons/pentagon_bg-blue_color-(0, 127, 255)_size-150_angle-110.png"
pentagon,red,"(127, 255, 127)",100,230,"images/pentagons/pentagon_bg-red_color-(127, 255, 127)_size-100_angle-230.png"
heptagon,red,"(0, 0, 255)",175,70,"images/heptagons/heptagon_bg-red_color-(0, 0, 255)_size-175_angle-70.png"
heptagon,red,"(255, 0, 127)",140,200,"images/heptagons/heptagon_bg-red_color-(255, 0, 127)_size-140_angle-200.png"
pentagon,blue,"(127, 255, 127)",200,30,"images/pentagons/pentagon_bg-blue_color-(127, 255, 127)_size-200_angle-30.png"
hexagon,white,"(0, 127, 127)",110,40,"images/hexagons/hexagon_bg-white_color-(0, 127, 127)_size-110_angle-40.png"
pentagon,blue,"(127, 0, 255)",150,310,"images/pentagons/pentagon_bg-blue_color-(127, 0, 255)_size-150_angle-310.png"
heptagon,red,"(0, 127, 127)",200,290,"images/heptagons/heptagon_bg-red_color-(0, 127, 127)_size-200_angle-290.png"
heptagon,black,"(0, 255, 255)",160,130,"images/heptagons/heptagon_bg-black_color-(0, 255, 255)_size-160_angle-130.png"
triangle,black,"(127, 255, 127)",140,20,"images/triangles/triangle_bg-black_color-(127, 255, 127)_size-140_angle-20.png"
pentagon,red,"(127, 127, 0)",150,20,"images/pentagons/pentagon_bg-red_color-(127, 127, 0)_size-150_angle-20.png"
triangle,red,"(0, 255, 127)",160,60,"images/triangles/triangle_bg-red_color-(0, 255, 127)_size-160_angle-60.png"
pentagon,white,"(0, 255, 0)",110,350,"images/pentagons/pentagon_bg-white_color-(0, 255, 0)_size-110_angle-350.png"
octagon,blue,"(127, 255, 0)",140,0,"images/octagons/octagon_bg-blue_color-(127, 255, 0)_size-140_angle-0.png"
octagon,red,"(0, 255, 127)",140,10,"images/octagons/octagon_bg-red_color-(0, 255, 127)_size-140_angle-10.png"
square,black,"(127, 255, 127)",130,40,"images/squares/square_bg-black_color-(127, 255, 127)_size-130_angle-40.png"
square,black,"(255, 0, 255)",200,20,"images/squares/square_bg-black_color-(255, 0, 255)_size-200_angle-20.png"
heptagon,black,"(255, 255, 0)",120,40,"images/heptagons/heptagon_bg-black_color-(255, 255, 0)_size-120_angle-40.png"
pentagon,red,"(255, 0, 127)",175,110,"images/pentagons/pentagon_bg-red_color-(255, 0, 127)_size-175_angle-110.png"
square,white,"(127, 0, 127)",140,40,"images/squares/square_bg-white_color-(127, 0, 127)_size-140_angle-40.png"
heptagon,blue,"(0, 255, 0)",130,290,"images/heptagons/heptagon_bg-blue_color-(0, 255, 0)_size-130_angle-290.png"
pentagon,black,"(0, 127, 255)",200,30,"images/pentagons/pentagon_bg-black_color-(0, 127, 255)_size-200_angle-30.png"
heptagon,black,"(0, 255, 255)",100,10,"images/heptagons/heptagon_bg-black_color-(0, 255, 255)_size-100_angle-10.png"
square,blue,"(127, 255, 127)",160,20,"images/squares/square_bg-blue_color-(127, 255, 127)_size-160_angle-20.png"
square,red,"(127, 255, 127)",130,70,"images/squares/square_bg-red_color-(127, 255, 127)_size-130_angle-70.png"
pentagon,black,"(255, 127, 0)",160,250,"images/pentagons/pentagon_bg-black_color-(255, 127, 0)_size-160_angle-250.png"
pentagon,red,"(255, 0, 127)",120,80,"images/pentagons/pentagon_bg-red_color-(255, 0, 127)_size-120_angle-80.png"
square,blue,"(255, 127, 0)",175,20,"images/squares/square_bg-blue_color-(255, 127, 0)_size-175_angle-20.png"
triangle,white,"(0, 127, 0)",120,110,"images/triangles/triangle_bg-white_color-(0, 127, 0)_size-120_angle-110.png"
square,blue,"(0, 127, 0)",175,30,"images/squares/square_bg-blue_color-(0, 127, 0)_size-175_angle-30.png"
pentagon,red,"(255, 255, 0)",120,350,"images/pentagons/pentagon_bg-red_color-(255, 255, 0)_size-120_angle-350.png"
octagon,black,"(127, 0, 255)",175,70,"images/octagons/octagon_bg-black_color-(127, 0, 255)_size-175_angle-70.png"
hexagon,red,"(0, 127, 255)",175,20,"images/hexagons/hexagon_bg-red_color-(0, 127, 255)_size-175_angle-20.png"
heptagon,white,"(0, 127, 0)",100,320,"images/heptagons/heptagon_bg-white_color-(0, 127, 0)_size-100_angle-320.png"
pentagon,red,"(127, 0, 255)",175,10,"images/pentagons/pentagon_bg-red_color-(127, 0, 255)_size-175_angle-10.png"
pentagon,black,"(0, 127, 0)",130,20,"images/pentagons/pentagon_bg-black_color-(0, 127, 0)_size-130_angle-20.png"
pentagon,red,"(0, 127, 127)",130,90,"images/pentagons/pentagon_bg-red_color-(0, 127, 127)_size-130_angle-90.png"
hexagon,white,"(127, 127, 255)",110,30,"images/hexagons/hexagon_bg-white_color-(127, 127, 255)_size-110_angle-30.png"
triangle,black,"(255, 0, 127)",150,30,"images/triangles/triangle_bg-black_color-(255, 0, 127)_size-150_angle-30.png"
heptagon,black,"(255, 0, 255)",100,50,"images/heptagons/heptagon_bg-black_color-(255, 0, 255)_size-100_angle-50.png"
pentagon,white,"(0, 255, 0)",200,250,"images/pentagons/pentagon_bg-white_color-(0, 255, 0)_size-200_angle-250.png"
triangle,black,"(127, 255, 0)",120,90,"images/triangles/triangle_bg-black_color-(127, 255, 0)_size-120_angle-90.png"
heptagon,black,"(255, 0, 255)",100,80,"images/heptagons/heptagon_bg-black_color-(255, 0, 255)_size-100_angle-80.png"
pentagon,blue,"(255, 0, 127)",140,240,"images/pentagons/pentagon_bg-blue_color-(255, 0, 127)_size-140_angle-240.png"
pentagon,blue,"(255, 0, 255)",140,330,"images/pentagons/pentagon_bg-blue_color-(255, 0, 255)_size-140_angle-330.png"
heptagon,red,"(127, 127, 0)",160,290,"images/heptagons/heptagon_bg-red_color-(127, 127, 0)_size-160_angle-290.png"
triangle,blue,"(0, 127, 255)",200,30,"images/triangles/triangle_bg-blue_color-(0, 127, 255)_size-200_angle-30.png"
heptagon,white,"(255, 127, 0)",200,20,"images/heptagons/heptagon_bg-white_color-(255, 127, 0)_size-200_angle-20.png"
pentagon,red,"(255, 0, 127)",200,300,"images/pentagons/pentagon_bg-red_color-(255, 0, 127)_size-200_angle-300.png"
heptagon,white,"(255, 0, 255)",160,260,"images/heptagons/heptagon_bg-white_color-(255, 0, 255)_size-160_angle-260.png"
heptagon,blue,"(127, 255, 0)",130,200,"images/heptagons/heptagon_bg-blue_color-(127, 255, 0)_size-130_angle-200.png"
heptagon,black,"(0, 255, 255)",175,230,"images/heptagons/heptagon_bg-black_color-(0, 255, 255)_size-175_angle-230.png"
heptagon,red,"(127, 0, 255)",175,320,"images/heptagons/heptagon_bg-red_color-(127, 0, 255)_size-175_angle-320.png"
pentagon,blue,"(127, 255, 127)",120,160,"images/pentagons/pentagon_bg-blue_color-(127, 255, 127)_size-120_angle-160.png"
heptagon,blue,"(0, 255, 255)",140,20,"images/heptagons/heptagon_bg-blue_color-(0, 255, 255)_size-140_angle-20.png"
heptagon,red,"(255, 127, 0)",130,250,"images/heptagons/heptagon_bg-red_color-(255, 127, 0)_size-130_angle-250.png"
triangle,white,"(0, 255, 127)",150,80,"images/triangles/triangle_bg-white_color-(0, 255, 127)_size-150_angle-80.png"
heptagon,blue,"(127, 255, 127)",130,210,"images/heptagons/heptagon_bg-blue_color-(127, 255, 127)_size-130_angle-210.png"
pentagon,black,"(0, 127, 255)",140,190,"images/pentagons/pentagon_bg-black_color-(0, 127, 255)_size-140_angle-190.png"
pentagon,red,"(127, 0, 127)",150,70,"images/pentagons/pentagon_bg-red_color-(127, 0, 127)_size-150_angle-70.png"
pentagon,white,"(255, 0, 0)",140,210,"images/pentagons/pentagon_bg-white_color-(255, 0, 0)_size-140_angle-210.png"
pentagon,white,"(255, 255, 0)",110,280,"images/pentagons/pentagon_bg-white_color-(255, 255, 0)_size-110_angle-280.png"
heptagon,white,"(0, 127, 0)",140,110,"images/heptagons/heptagon_bg-white_color-(0, 127, 0)_size-140_angle-110.png"
hexagon,white,"(127, 255, 127)",110,10,"images/hexagons/hexagon_bg-white_color-(127, 255, 127)_size-110_angle-10.png"
octagon,white,"(0, 127, 127)",150,70,"images/octagons/octagon_bg-white_color-(0, 127, 127)_size-150_angle-70.png"
pentagon,black,"(127, 255, 127)",100,180,"images/pentagons/pentagon_bg-black_color-(127, 255, 127)_size-100_angle-180.png"
octagon,red,"(0, 255, 0)",130,20,"images/octagons/octagon_bg-red_color-(0, 255, 0)_size-130_angle-20.png"
heptagon,black,"(0, 127, 127)",150,160,"images/heptagons/heptagon_bg-black_color-(0, 127, 127)_size-150_angle-160.png"
heptagon,white,"(0, 127, 255)",160,0,"images/heptagons/heptagon_bg-white_color-(0, 127, 255)_size-160_angle-0.png"
pentagon,white,"(0, 255, 127)",120,30,"images/pentagons/pentagon_bg-white_color-(0, 255, 127)_size-120_angle-30.png"
heptagon,blue,"(0, 255, 0)",150,90,"images/heptagons/heptagon_bg-blue_color-(0, 255, 0)_size-150_angle-90.png"
heptagon,red,"(0, 127, 255)",160,140,"images/heptagons/heptagon_bg-red_color-(0, 127, 255)_size-160_angle-140.png"
heptagon,red,"(127, 0, 255)",160,340,"images/heptagons/heptagon_bg-red_color-(127, 0, 255)_size-160_angle-340.png"
triangle,white,"(0, 255, 255)",200,50,"images/triangles/triangle_bg-white_color-(0, 255, 255)_size-200_angle-50.png"
heptagon,red,"(127, 255, 0)",200,230,"images/heptagons/heptagon_bg-red_color-(127, 255, 0)_size-200_angle-230.png"
pentagon,black,"(127, 255, 0)",150,80,"images/pentagons/pentagon_bg-black_color-(127, 255, 0)_size-150_angle-80.png"
pentagon,white,"(0, 255, 255)",120,200,"images/pentagons/pentagon_bg-white_color-(0, 255, 255)_size-120_angle-200.png"
square,white,"(127, 255, 127)",160,30,"images/squares/square_bg-white_color-(127, 255, 127)_size-160_angle-30.png"
octagon,white,"(0, 255, 255)",200,80,"images/octagons/octagon_bg-white_color-(0, 255, 255)_size-200_angle-80.png"
triangle,red,"(0, 0, 255)",100,100,"images/triangles/triangle_bg-red_color-(0, 0, 255)_size-100_angle-100.png"
square,blue,"(0, 255, 255)",140,20,"images/squares/square_bg-blue_color-(0, 255, 255)_size-140_angle-20.png"
pentagon,blue,"(127, 0, 127)",160,200,"images/pentagons/pentagon_bg-blue_color-(127, 0, 127)_size-160_angle-200.png"
pentagon,white,"(127, 127, 255)",150,60,"images/pentagons/pentagon_bg-white_color-(127, 127, 255)_size-150_angle-60.png"
triangle,red,"(0, 127, 0)",160,0,"images/triangles/triangle_bg-red_color-(0, 127, 0)_size-160_angle-0.png"
heptagon,red,"(0, 127, 0)",100,0,"images/heptagons/heptagon_bg-red_color-(0, 127, 0)_size-100_angle-0.png"
pentagon,white,"(255, 0, 0)",200,130,"images/pentagons/pentagon_bg-white_color-(255, 0, 0)_size-200_angle-130.png"
pentagon,black,"(127, 255, 127)",100,310,"images/pentagons/pentagon_bg-black_color-(127, 255, 127)_size-100_angle-310.png"
square,white,"(255, 127, 0)",110,0,"images/squares/square_bg-white_color-(255, 127, 0)_size-110_angle-0.png"
heptagon,red,"(0, 127, 0)",150,130,"images/heptagons/heptagon_bg-red_color-(0, 127, 0)_size-150_angle-130.png"
triangle,black,"(127, 127, 255)",120,90,"images/triangles/triangle_bg-black_color-(127, 127, 255)_size-120_angle-90.png"
pentagon,white,"(127, 127, 255)",150,150,"images/pentagons/pentagon_bg-white_color-(127, 127, 255)_size-150_angle-150.png"
heptagon,white,"(127, 127, 255)",100,10,"images/heptagons/heptagon_bg-white_color-(127, 127, 255)_size-100_angle-10.png"
pentagon,red,"(0, 127, 127)",150,170,"images/pentagons/pentagon_bg-red_color-(0, 127, 127)_size-150_angle-170.png"
heptagon,black,"(0, 0, 255)",150,190,"images/heptagons/heptagon_bg-black_color-(0, 0, 255)_size-150_angle-190.png"
triangle,red,"(127, 127, 0)",120,50,"images/triangles/triangle_bg-red_color-(127, 127, 0)_size-120_angle-50.png"
pentagon,white,"(255, 0, 255)",140,230,"images/pentagons/pentagon_bg-white_color-(255, 0, 255)_size-140_angle-230.png"
heptagon,white,"(127, 127, 255)",140,70,"images/heptagons/heptagon_bg-white_color-(127, 127, 255)_size-140_angle-70.png"
triangle,black,"(127, 255, 127)",110,0,"images/triangles/triangle_bg-black_color-(127, 255, 127)_size-110_angle-0.png"
square,black,"(0, 255, 255)",110,0,"images/squares/square_bg-black_color-(0, 255, 255)_size-110_angle-0.png"
heptagon,blue,"(255, 255, 0)",120,200,"images/heptagons/heptagon_bg-blue_color-(255, 255, 0)_size-120_angle-200.png"
pentagon,white,"(0, 127, 127)",150,180,"images/pentagons/pentagon_bg-white_color-(0, 127, 127)_size-150_angle-180.png"
heptagon,white,"(0, 0, 255)",110,90,"images/heptagons/heptagon_bg-white_color-(0, 0, 255)_size-110_angle-90.png"
pentagon,blue,"(127, 127, 0)",175,120,"images/pentagons/pentagon_bg-blue_color-(127, 127, 0)_size-175_angle-120.png"
pentagon,red,"(127, 127, 255)",140,190,"images/pentagons/pentagon_bg-red_color-(127, 127, 255)_size-140_angle-190.png"
heptagon,blue,"(255, 255, 0)",140,40,"images/heptagons/heptagon_bg-blue_color-(255, 255, 0)_size-140_angle-40.png"
square,white,"(127, 255, 0)",150,70,"images/squares/square_bg-white_color-(127, 255, 0)_size-150_angle-70.png"
heptagon,black,"(0, 0, 255)",130,230,"images/heptagons/heptagon_bg-black_color-(0, 0, 255)_size-130_angle-230.png"
triangle,black,"(0, 0, 255)",100,0,"images/triangles/triangle_bg-black_color-(0, 0, 255)_size-100_angle-0.png"
triangle,red,"(0, 255, 255)",100,100,"images/triangles/triangle_bg-red_color-(0, 255, 255)_size-100_angle-100.png"
heptagon,black,"(255, 255, 0)",200,60,"images/heptagons/heptagon_bg-black_color-(255, 255, 0)_size-200_angle-60.png"
pentagon,blue,"(0, 127, 0)",130,130,"images/pentagons/pentagon_bg-blue_color-(0, 127, 0)_size-130_angle-130.png"
heptagon,red,"(127, 127, 0)",140,170,"images/heptagons/heptagon_bg-red_color-(127, 127, 0)_size-140_angle-170.png"
pentagon,black,"(0, 255, 127)",100,300,"images/pentagons/pentagon_bg-black_color-(0, 255, 127)_size-100_angle-300.png"
heptagon,black,"(0, 0, 255)",130,100,"images/heptagons/heptagon_bg-black_color-(0, 0, 255)_size-130_angle-100.png"
octagon,blue,"(0, 127, 0)",160,50,"images/octagons/octagon_bg-blue_color-(0, 127, 0)_size-160_angle-50.png"
pentagon,white,"(255, 0, 0)",140,180,"images/pentagons/pentagon_bg-white_color-(255, 0, 0)_size-140_angle-180.png"
pentagon,black,"(255, 127, 0)",150,300,"images/pentagons/pentagon_bg-black_color-(255, 127, 0)_size-150_angle-300.png"
heptagon,white,"(127, 0, 127)",110,270,"images/heptagons/heptagon_bg-white_color-(127, 0, 127)_size-110_angle-270.png"
heptagon,red,"(127, 127, 255)",130,0,"images/heptagons/heptagon_bg-red_color-(127, 127, 255)_size-130_angle-0.png"
triangle,red,"(255, 0, 127)",140,10,"images/triangles/triangle_bg-red_color-(255, 0, 127)_size-140_angle-10.png"
heptagon,blue,"(255, 127, 0)",140,60,"images/heptagons/heptagon_bg-blue_color-(255, 127, 0)_size-140_angle-60.png"
triangle,red,"(127, 0, 255)",150,10,"images/triangles/triangle_bg-red_color-(127, 0, 255)_size-150_angle-10.png"
heptagon,white,"(0, 0, 255)",100,210,"images/heptagons/heptagon_bg-white_color-(0, 0, 255)_size-100_angle-210.png"
heptagon,red,"(127, 127, 255)",110,300,"images/heptagons/heptagon_bg-red_color-(127, 127, 255)_size-110_angle-300.png"
triangle,black,"(0, 127, 0)",150,80,"images/triangles/triangle_bg-black_color-(0, 127, 0)_size-150_angle-80.png"
hexagon,black,"(0, 127, 255)",140,0,"images/hexagons/hexagon_bg-black_color-(0, 127, 255)_size-140_angle-0.png"
octagon,red,"(0, 255, 255)",175,50,"images/octagons/octagon_bg-red_color-(0, 255, 255)_size-175_angle-50.png"
heptagon,blue,"(127, 255, 127)",200,90,"images/heptagons/heptagon_bg-blue_color-(127, 255, 127)_size-200_angle-90.png"
heptagon,blue,"(0, 255, 127)",160,190,"images/heptagons/heptagon_bg-blue_color-(0, 255, 127)_size-160_angle-190.png"
pentagon,white,"(255, 127, 0)",130,110,"images/pentagons/pentagon_bg-white_color-(255, 127, 0)_size-130_angle-110.png"
heptagon,white,"(0, 0, 255)",150,20,"images/heptagons/heptagon_bg-white_color-(0, 0, 255)_size-150_angle-20.png"
heptagon,blue,"(0, 127, 0)",150,120,"images/heptagons/heptagon_bg-blue_color-(0, 127, 0)_size-150_angle-120.png"
pentagon,white,"(0, 127, 255)",140,170,"images/pentagons/pentagon_bg-white_color-(0, 127, 255)_size-140_angle-170.png"
pentagon,black,"(127, 0, 127)",140,60,"images/pentagons/pentagon_bg-black_color-(127, 0, 127)_size-140_angle-60.png"
pentagon,red,"(0, 127, 127)",130,110,"images/pentagons/pentagon_bg-red_color-(0, 127, 127)_size-130_angle-110.png"
pentagon,blue,"(127, 0, 127)",175,230,"images/pentagons/pentagon_bg-blue_color-(127, 0, 127)_size-175_angle-230.png"
heptagon,red,"(255, 0, 255)",130,310,"images/heptagons/heptagon_bg-red_color-(255, 0, 255)_size-130_angle-310.png"
octagon,red,"(255, 127, 0)",150,0,"images/octagons/octagon_bg-red_color-(255, 127, 0)_size-150_angle-0.png"
heptagon,blue,"(0, 127, 255)",150,190,"images/heptagons/heptagon_bg-blue_color-(0, 127, 255)_size-150_angle-190.png"
pentagon,blue,"(255, 127, 0)",110,280,"images/pentagons/pentagon_bg-blue_color-(255, 127, 0)_size-110_angle-280.png"
pentagon,black,"(0, 127, 255)",110,310,"images/pentagons/pentagon_bg-black_color-(0, 127, 255)_size-110_angle-310.png"
octagon,black,"(127, 127, 255)",130,0,"images/octagons/octagon_bg-black_color-(127, 127, 255)_size-130_angle-0.png"
pentagon,red,"(0, 127, 127)",120,80,"images/pentagons/pentagon_bg-red_color-(0, 127, 127)_size-120_angle-80.png"
pentagon,blue,"(255, 0, 0)",200,270,"images/pentagons/pentagon_bg-blue_color-(255, 0, 0)_size-200_angle-270.png"
square,red,"(255, 255, 0)",150,20,"images/squares/square_bg-red_color-(255, 255, 0)_size-150_angle-20.png"
heptagon,red,"(127, 0, 255)",140,100,"images/heptagons/heptagon_bg-red_color-(127, 0, 255)_size-140_angle-100.png"
pentagon,blue,"(0, 255, 127)",100,30,"images/pentagons/pentagon_bg-blue_color-(0, 255, 127)_size-100_angle-30.png"
heptagon,red,"(127, 0, 255)",110,180,"images/heptagons/heptagon_bg-red_color-(127, 0, 255)_size-110_angle-180.png"
pentagon,blue,"(0, 255, 0)",160,100,"images/pentagons/pentagon_bg-blue_color-(0, 255, 0)_size-160_angle-100.png"
triangle,blue,"(127, 0, 127)",110,90,"images/triangles/triangle_bg-blue_color-(127, 0, 127)_size-110_angle-90.png"
triangle,black,"(127, 127, 255)",120,70,"images/triangles/triangle_bg-black_color-(127, 127, 255)_size-120_angle-70.png"
heptagon,red,"(0, 127, 0)",100,20,"images/heptagons/heptagon_bg-red_color-(0, 127, 0)_size-100_angle-20.png"
heptagon,white,"(127, 0, 255)",100,40,"images/heptagons/heptagon_bg-white_color-(127, 0, 255)_size-100_angle-40.png"
heptagon,white,"(127, 127, 255)",140,170,"images/heptagons/heptagon_bg-white_color-(127, 127, 255)_size-140_angle-170.png"
heptagon,blue,"(0, 255, 127)",175,100,"images/heptagons/heptagon_bg-blue_color-(0, 255, 127)_size-175_angle-100.png"
square,blue,"(255, 127, 0)",175,80,"images/squares/square_bg-blue_color-(255, 127, 0)_size-175_angle-80.png"
heptagon,black,"(0, 0, 255)",150,60,"images/heptagons/heptagon_bg-black_color-(0, 0, 255)_size-150_angle-60.png"
pentagon,red,"(0, 127, 0)",130,350,"images/pentagons/pentagon_bg-red_color-(0, 127, 0)_size-130_angle-350.png"
pentagon,black,"(127, 255, 0)",130,60,"images/pentagons/pentagon_bg-black_color-(127, 255, 0)_size-130_angle-60.png"
triangle,blue,"(0, 255, 127)",120,20,"images/triangles/triangle_bg-blue_color-(0, 255, 127)_size-120_angle-20.png"
octagon,black,"(0, 255, 255)",175,40,"images/octagons/octagon_bg-black_color-(0, 255, 255)_size-175_angle-40.png"
triangle,white,"(127, 255, 127)",140,60,"images/triangles/triangle_bg-white_color-(127, 255, 127)_size-140_angle-60.png"
pentagon,red,"(127, 0, 255)",150,230,"images/pentagons/pentagon_bg-red_color-(127, 0, 255)_size-150_angle-230.png"
triangle,blue,"(127, 255, 127)",150,50,"images/triangles/triangle_bg-blue_color-(127, 255, 127)_size-150_angle-50.png"
pentagon,white,"(0, 127, 0)",150,210,"images/pentagons/pentagon_bg-white_color-(0, 127, 0)_size-150_angle-210.png"
heptagon,white,"(0, 127, 0)",200,40,"images/heptagons/heptagon_bg-white_color-(0, 127, 0)_size-200_angle-40.png"
triangle,white,"(127, 255, 127)",110,30,"images/triangles/triangle_bg-white_color-(127, 255, 127)_size-110_angle-30.png"
triangle,blue,"(255, 127, 0)",120,50,"images/triangles/triangle_bg-blue_color-(255, 127, 0)_size-120_angle-50.png"
pentagon,blue,"(255, 0, 127)",140,120,"images/pentagons/pentagon_bg-blue_color-(255, 0, 127)_size-140_angle-120.png"
triangle,red,"(127, 255, 0)",120,20,"images/triangles/triangle_bg-red_color-(127, 255, 0)_size-120_angle-20.png"
hexagon,blue,"(127, 0, 255)",110,50,"images/hexagons/hexagon_bg-blue_color-(127, 0, 255)_size-110_angle-50.png"
heptagon,blue,"(0, 255, 127)",100,80,"images/heptagons/heptagon_bg-blue_color-(0, 255, 127)_size-100_angle-80.png"
triangle,black,"(0, 0, 255)",150,60,"images/triangles/triangle_bg-black_color-(0, 0, 255)_size-150_angle-60.png"
pentagon,red,"(255, 0, 255)",130,10,"images/pentagons/pentagon_bg-red_color-(255, 0, 255)_size-130_angle-10.png"
octagon,red,"(255, 127, 0)",160,10,"images/octagons/octagon_bg-red_color-(255, 127, 0)_size-160_angle-10.png"
octagon,red,"(0, 0, 255)",110,10,"images/octagons/octagon_bg-red_color-(0, 0, 255)_size-110_angle-10.png"
pentagon,blue,"(255, 127, 0)",200,220,"images/pentagons/pentagon_bg-blue_color-(255, 127, 0)_size-200_angle-220.png"
octagon,white,"(127, 127, 255)",200,60,"images/octagons/octagon_bg-white_color-(127, 127, 255)_size-200_angle-60.png"
pentagon,blue,"(0, 127, 255)",100,110,"images/pentagons/pentagon_bg-blue_color-(0, 127, 255)_size-100_angle-110.png"
heptagon,white,"(0, 0, 255)",200,280,"images/heptagons/heptagon_bg-white_color-(0, 0, 255)_size-200_angle-280.png"
pentagon,red,"(255, 0, 127)",110,0,"images/pentagons/pentagon_bg-red_color-(255, 0, 127)_size-110_angle-0.png"
hexagon,red,"(255, 0, 127)",120,20,"images/hexagons/hexagon_bg-red_color-(255, 0, 127)_size-120_angle-20.png"
square,white,"(127, 127, 255)",140,0,"images/squares/square_bg-white_color-(127, 127, 255)_size-140_angle-0.png"
heptagon,blue,"(127, 255, 0)",140,250,"images/heptagons/heptagon_bg-blue_color-(127, 255, 0)_size-140_angle-250.png"
heptagon,blue,"(0, 127, 0)",175,290,"images/heptagons/heptagon_bg-blue_color-(0, 127, 0)_size-175_angle-290.png"
triangle,blue,"(0, 255, 0)",130,110,"images/triangles/triangle_bg-blue_color-(0, 255, 0)_size-130_angle-110.png"
octagon,red,"(127, 255, 0)",150,10,"images/octagons/octagon_bg-red_color-(127, 255, 0)_size-150_angle-10.png"
pentagon,white,"(127, 127, 255)",160,50,"images/pentagons/pentagon_bg-white_color-(127, 127, 255)_size-160_angle-50.png"
heptagon,red,"(255, 0, 127)",160,210,"images/heptagons/heptagon_bg-red_color-(255, 0, 127)_size-160_angle-210.png"
square,red,"(127, 255, 0)",110,30,"images/squares/square_bg-red_color-(127, 255, 0)_size-110_angle-30.png"
heptagon,red,"(0, 127, 255)",175,280,"images/heptagons/heptagon_bg-red_color-(0, 127, 255)_size-175_angle-280.png"
octagon,black,"(255, 0, 127)",100,30,"images/octagons/octagon_bg-black_color-(255, 0, 127)_size-100_angle-30.png"
heptagon,red,"(255, 0, 127)",110,40,"images/heptagons/heptagon_bg-red_color-(255, 0, 127)_size-110_angle-40.png"
heptagon,white,"(0, 255, 0)",140,200,"images/heptagons/heptagon_bg-white_color-(0, 255, 0)_size-140_angle-200.png"
pentagon,blue,"(0, 127, 0)",110,290,"images/pentagons/pentagon_bg-blue_color-(0, 127, 0)_size-110_angle-290.png"
pentagon,red,"(255, 255, 0)",200,300,"images/pentagons/pentagon_bg-red_color-(255, 255, 0)_size-200_angle-300.png"
hexagon,black,"(0, 255, 127)",160,10,"images/hexagons/hexagon_bg-black_color-(0, 255, 127)_size-160_angle-10.png"
heptagon,white,"(255, 0, 255)",140,140,"images/heptagons/heptagon_bg-white_color-(255, 0, 255)_size-140_angle-140.png"
heptagon,red,"(127, 255, 0)",110,270,"images/heptagons/heptagon_bg-red_color-(127, 255, 0)_size-110_angle-270.png"
triangle,red,"(0, 127, 255)",120,0,"images/triangles/triangle_bg-red_color-(0, 127, 255)_size-120_angle-0.png"
triangle,red,"(127, 127, 255)",120,0,"images/triangles/triangle_bg-red_color-(127, 127, 255)_size-120_angle-0.png"
heptagon,white,"(0, 0, 255)",175,20,"images/heptagons/heptagon_bg-white_color-(0, 0, 255)_size-175_angle-20.png"
square,blue,"(127, 255, 0)",175,10,"images/squares/square_bg-blue_color-(127, 255, 0)_size-175_angle-10.png"
heptagon,blue,"(0, 255, 127)",160,180,"images/heptagons/heptagon_bg-blue_color-(0, 255, 127)_size-160_angle-180.png"
heptagon,red,"(0, 127, 0)",120,130,"images/heptagons/heptagon_bg-red_color-(0, 127, 0)_size-120_angle-130.png"
heptagon,blue,"(0, 255, 127)",100,30,"images/heptagons/heptagon_bg-blue_color-(0, 255, 127)_size-100_angle-30.png"
